Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2026-03-19,S001,P0002,Snacks,Northeast,1479,26,0,22,5.22,0.1,Windy,1,5.07,Spring
2026-03-19,S001,P0003,Beverages,Northeast,165,2,0,2,2.57,0.1,Rainy,0,2.3,Spring
2026-03-19,S001,P0004,Beverages,Northeast,350,3,326,2,2.37,0.15,Sunny,1,2.05,Spring
2026-03-19,S001,P0005,Dairy,Northeast,1672,23,141,23,3.92,0.2,Rainy,0,4.26,Spring
2026-03-19,S001,P0006,Dairy,Northeast,1097,38,436,38,3.83,0.2,Snowy,1,3.69,Spring
2026-03-19,S001,P0007,Beverages,Northeast,1235,15,442,14,2.6,0,Windy,0,2.35,Spring
2026-03-19,S001,P0008,Frozen Foods,Northeast,789,4,0,4,7.26,0.05,Snowy,1,6.92,Spring
2026-03-19,S001,P0009,Personal Care,Northeast,11,24,0,22,8.36,0.1,Rainy,0,8.17,Spring
2026-03-19,S001,P0010,Snacks,Northeast,1197,8,0,8,4.78,0,Windy,0,5.17,Spring
2026-03-19,S001,P0011,Household,Northeast,1794,21,0,23,12.84,0,Rainy,0,13.46,Spring
2026-03-19,S001,P0012,Household,Northeast,1541,5,0,5,12.65,0.15,Sunny,0,14.09,Spring
2026-03-19,S001,P0013,Bakery,Northeast,121,6,108,5,3.35,0.05,Rainy,0,3.36,Spring
2026-03-19,S001,P0014,Bakery,Northeast,1421,32,400,30,3.54,0,Sunny,0,2.99,Spring
2026-03-19,S001,P0015,Produce,Northeast,522,33,0,35,3.04,0.05,Windy,0,3.13,Spring
2026-03-19,S001,P0016,Produce,Northeast,445,24,0,22,3.08,0.15,Cloudy,0,3.51,Spring
2026-03-19,S001,P0017,Meat,Northeast,14,16,0,16,10.1,0.1,Snowy,0,11.4,Spring
2026-03-19,S001,P0018,Meat,Northeast,1822,20,0,17,10.05,0,Sunny,0,11.45,Spring
2026-03-19,S001,P0019,Canned Goods,Northeast,409,27,409,28,2.03,0.05,Snowy,0,1.76,Spring
2026-03-19,S001,P0020,Canned Goods,Northeast,7,18,0,18,2.06,0,Snowy,0,2.39,Spring
2026-03-19,S002,P0001,Snacks,Southeast,15,22,0,19,4.75,0.15,Snowy,0,5.94,Spring
2026-03-19,S002,P0002,Snacks,Southeast,128,7,120,7,5.19,0.15,Windy,0,5.24,Spring
2026-03-19,S002,P0003,Beverages,Southeast,1890,26,267,25,2.42,0.05,Windy,1,2.49,Spring
2026-03-19,S002,P0004,Beverages,Southeast,547,9,0,8,2.5,0,Sunny,0,2.56,Spring
2026-03-19,S002,P0005,Dairy,Southeast,102,48,107,54,3.82,0.15,Windy,0,4.76,Spring
2026-03-19,S002,P0006,Dairy,Southeast,1713,40,0,40,4.03,0,Snowy,0,4.25,Spring
2026-03-19,S002,P0007,Beverages,Southeast,10,32,0,33,2.59,0.1,Sunny,0,2.5,Spring
2026-03-19,S002,P0008,Frozen Foods,Southeast,14,38,0,37,7.31,0.2,Cloudy,0,5.69,Spring
2026-03-19,S002,P0009,Personal Care,Southeast,1188,49,0,52,8.54,0,Snowy,0,8.74,Spring
2026-03-19,S002,P0010,Snacks,Southeast,16,9,0,8,4.78,0.1,Sunny,0,4.55,Spring
2026-03-19,S002,P0011,Household,Southeast,1889,21,0,23,12.36,0,Windy,0,13.47,Spring
2026-03-19,S002,P0012,Household,Southeast,1139,4,0,4,12.68,0.15,Rainy,0,14.55,Spring
2026-03-19,S002,P0013,Bakery,Southeast,1130,39,0,44,3.52,0.2,Rainy,0,3.84,Spring
2026-03-19,S002,P0014,Bakery,Southeast,425,23,0,24,3.57,0,Rainy,0,3.97,Spring
2026-03-19,S002,P0015,Produce,Southeast,1100,1,0,0,2.98,0.05,Cloudy,0,3.53,Spring
2026-03-19,S002,P0016,Produce,Southeast,1960,53,169,55,2.96,0,Rainy,0,2.91,Spring
2026-03-19,S002,P0017,Meat,Southeast,481,3,458,2,9.81,0.1,Sunny,1,10.12,Spring
2026-03-19,S002,P0018,Meat,Southeast,2135,21,482,21,10.14,0,Cloudy,0,11.2,Spring
2026-03-19,S002,P0019,Canned Goods,Southeast,365,19,349,18,2.02,0,Windy,0,2.01,Spring
2026-03-19,S002,P0020,Canned Goods,Southeast,1337,23,0,23,2.02,0.2,Sunny,1,1.67,Spring
2026-03-19,S003,P0001,Snacks,Midwest,1511,6,0,5,4.88,0,Sunny,1,4.18,Spring
2026-03-19,S003,P0002,Snacks,Midwest,1465,43,0,48,5.06,0.15,Sunny,1,5.2,Spring
2026-03-19,S003,P0003,Beverages,Midwest,1023,5,0,5,2.54,0,Cloudy,0,2.92,Spring
2026-03-19,S003,P0004,Beverages,Midwest,189,31,191,32,2.53,0.2,Cloudy,0,2.77,Spring
2026-03-19,S003,P0005,Dairy,Midwest,195,3,81,2,4.19,0,Cloudy,0,3.3,Spring
2026-03-19,S003,P0006,Dairy,Midwest,145,59,152,53,3.99,0,Windy,0,3.54,Spring
2026-03-19,S003,P0007,Beverages,Midwest,662,35,0,30,2.38,0.1,Cloudy,0,2.01,Spring
2026-03-19,S003,P0008,Frozen Foods,Midwest,1572,40,0,45,7.11,0,Rainy,0,8.12,Spring
2026-03-19,S003,P0009,Personal Care,Midwest,2014,24,313,23,8.41,0.15,Sunny,0,6.8,Spring
2026-03-19,S003,P0010,Snacks,Midwest,487,30,468,26,5.01,0,Cloudy,0,4.79,Spring
2026-03-19,S003,P0011,Household,Midwest,1861,38,0,36,13.45,0,Sunny,0,14.34,Spring
2026-03-19,S003,P0012,Household,Midwest,25,13,0,13,13.6,0.15,Rainy,0,12.42,Spring
2026-03-19,S003,P0013,Bakery,Midwest,19,13,0,12,3.62,0.05,Rainy,1,3.06,Spring
2026-03-19,S003,P0014,Bakery,Midwest,16,15,0,14,3.34,0.1,Cloudy,0,4.14,Spring
2026-03-19,S003,P0015,Produce,Midwest,1846,34,0,32,2.94,0.15,Sunny,0,2.65,Spring
2026-03-19,S003,P0016,Produce,Midwest,1514,44,317,49,3.1,0.1,Rainy,0,2.67,Spring
2026-03-19,S003,P0017,Meat,Midwest,1837,6,0,5,9.51,0.1,Sunny,0,10.58,Spring
2026-03-19,S003,P0018,Meat,Midwest,533,20,0,22,10.31,0,Snowy,0,11.33,Spring
2026-03-19,S003,P0019,Canned Goods,Midwest,17,0,0,0,2.01,0.1,Rainy,1,1.75,Spring
2026-03-19,S003,P0020,Canned Goods,Midwest,2180,18,477,17,2.08,0.1,Windy,1,2.26,Spring
2026-03-19,S004,P0001,Snacks,West,1586,47,0,48,4.91,0,Cloudy,1,4.82,Spring
2026-03-19,S004,P0002,Snacks,West,11,13,0,12,5.2,0,Rainy,1,5.68,Spring
2026-03-19,S004,P0003,Beverages,West,216,38,0,32,2.49,0,Sunny,0,2.08,Spring
2026-03-19,S004,P0004,Beverages,West,209,27,195,28,2.56,0.05,Rainy,0,2.63,Spring
2026-03-19,S004,P0005,Dairy,West,20,5,0,5,4.03,0,Windy,0,3.99,Spring
2026-03-19,S004,P0006,Dairy,West,1469,58,0,55,3.79,0,Rainy,1,4.04,Spring
2026-03-19,S004,P0007,Beverages,West,22,7,0,6,2.52,0,Cloudy,1,2.1,Spring
2026-03-19,S004,P0008,Frozen Foods,West,486,13,482,12,6.75,0,Sunny,0,6.39,Spring
2026-03-19,S004,P0009,Personal Care,West,966,12,221,10,8.69,0.1,Rainy,0,6.89,Spring
2026-03-19,S004,P0010,Snacks,West,16,7,0,7,5.04,0,Snowy,0,5.34,Spring
2026-03-19,S004,P0011,Household,West,1639,3,0,2,12.47,0.15,Snowy,0,12.34,Spring
2026-03-19,S004,P0012,Household,West,1544,4,291,3,12.91,0,Windy,0,12.4,Spring
2026-03-19,S004,P0013,Bakery,West,13,4,0,4,3.66,0,Cloudy,1,3.76,Spring
2026-03-19,S004,P0014,Bakery,West,855,7,0,7,3.48,0,Cloudy,0,3.2,Spring
2026-03-19,S004,P0015,Produce,West,1538,9,0,9,3.01,0,Sunny,0,3.02,Spring
2026-03-19,S004,P0016,Produce,West,1391,20,160,22,2.92,0.15,Snowy,0,2.69,Spring
2026-03-19,S004,P0017,Meat,West,373,10,0,11,10.08,0,Windy,0,9.66,Spring
2026-03-19,S004,P0018,Meat,West,417,7,0,6,9.88,0.2,Sunny,0,8.95,Spring
2026-03-19,S004,P0019,Canned Goods,West,69,11,56,12,1.92,0,Rainy,0,1.66,Spring
2026-03-19,S004,P0020,Canned Goods,West,1130,22,0,23,2.06,0.15,Windy,1,1.95,Spring
2026-03-19,S005,P0001,Snacks,Southwest,504,49,497,44,5.18,0.15,Snowy,0,3.99,Spring
2026-03-19,S005,P0002,Snacks,Southwest,28,8,0,8,4.89,0.2,Cloudy,0,5.21,Spring
2026-03-19,S005,P0003,Beverages,Southwest,13,28,0,29,2.45,0,Windy,0,2.66,Spring
2026-03-19,S005,P0004,Beverages,Southwest,434,6,106,5,2.52,0,Cloudy,0,2.55,Spring
2026-03-19,S005,P0005,Dairy,Southwest,1807,10,0,8,3.92,0.1,Sunny,0,4.37,Spring
2026-03-19,S005,P0006,Dairy,Southwest,181,19,0,20,4.09,0,Cloudy,0,4.0,Spring
2026-03-19,S005,P0007,Beverages,Southwest,524,29,0,27,2.48,0.1,Windy,0,2.46,Spring
2026-03-19,S005,P0008,Frozen Foods,Southwest,23,27,0,26,6.9,0.15,Sunny,0,8.06,Spring
2026-03-19,S005,P0009,Personal Care,Southwest,1994,7,0,6,8.88,0,Rainy,0,9.16,Spring
2026-03-19,S005,P0010,Snacks,Southwest,148,9,0,9,5.05,0,Snowy,0,5.07,Spring
2026-03-19,S005,P0011,Household,Southwest,1165,23,227,22,13.18,0,Rainy,1,14.92,Spring
2026-03-19,S005,P0012,Household,Southwest,25,24,0,23,12.79,0.15,Cloudy,0,13.85,Spring
2026-03-19,S005,P0013,Bakery,Southwest,2183,23,330,22,3.51,0.2,Cloudy,0,3.15,Spring
2026-03-19,S005,P0014,Bakery,Southwest,1039,16,0,14,3.41,0,Windy,0,3.79,Spring
2026-03-19,S005,P0015,Produce,Southwest,25,7,0,6,2.88,0,Windy,1,2.7,Spring
2026-03-19,S005,P0016,Produce,Southwest,2,24,0,25,3.13,0,Cloudy,0,3.56,Spring
2026-03-19,S005,P0017,Meat,Southwest,911,32,0,31,9.99,0,Snowy,0,8.62,Spring
2026-03-19,S005,P0018,Meat,Southwest,323,59,0,61,9.79,0,Windy,0,11.19,Spring
2026-03-19,S005,P0019,Canned Goods,Southwest,643,3,0,3,2.04,0,Rainy,0,1.69,Spring
2026-03-19,S005,P0020,Canned Goods,Southwest,1588,19,0,18,1.91,0,Windy,0,2.06,Spring
2026-03-20,S001,P0001,Snacks,Northeast,11,8,0,7,4.78,0.2,Snowy,0,5.9,Spring
2026-03-20,S001,P0002,Snacks,Northeast,1472,51,0,50,5.04,0.1,Sunny,0,4.71,Spring
2026-03-20,S001,P0003,Beverages,Northeast,652,1,487,0,2.46,0,Cloudy,0,2.97,Spring
2026-03-20,S001,P0004,Beverages,Northeast,24,3,0,3,2.48,0.05,Snowy,0,2.79,Spring
2026-03-20,S001,P0005,Dairy,Northeast,1794,37,267,32,4.02,0,Rainy,0,3.95,Spring
2026-03-20,S001,P0006,Dairy,Northeast,656,51,0,57,4.03,0.05,Sunny,1,4.21,Spring
2026-03-20,S001,P0007,Beverages,Northeast,933,10,139,10,2.55,0,Rainy,0,2.37,Spring
2026-03-20,S001,P0008,Frozen Foods,Northeast,788,6,0,6,6.85,0.1,Snowy,0,7.8,Spring
2026-03-20,S001,P0009,Personal Care,Northeast,215,18,203,15,8.63,0,Snowy,0,9.87,Spring
2026-03-20,S001,P0010,Snacks,Northeast,1197,7,0,7,4.99,0,Windy,0,5.15,Spring
2026-03-20,S001,P0011,Household,Northeast,1790,31,0,32,12.96,0.15,Sunny,0,14.2,Spring
2026-03-20,S001,P0012,Household,Northeast,1542,2,0,2,12.53,0.05,Rainy,0,10.67,Spring
2026-03-20,S001,P0013,Bakery,Northeast,13,4,0,3,3.42,0.15,Sunny,0,3.86,Spring
2026-03-20,S001,P0014,Bakery,Northeast,1023,20,0,20,3.62,0.2,Cloudy,0,3.77,Spring
2026-03-20,S001,P0015,Produce,Northeast,522,27,0,29,2.84,0.1,Cloudy,0,2.97,Spring
2026-03-20,S001,P0016,Produce,Northeast,445,21,0,19,2.99,0.2,Rainy,0,3.06,Spring
2026-03-20,S001,P0017,Meat,Northeast,13,16,0,15,10.41,0,Rainy,0,9.91,Spring
2026-03-20,S001,P0018,Meat,Northeast,1819,29,0,31,10.38,0.1,Windy,0,9.36,Spring
2026-03-20,S001,P0019,Canned Goods,Northeast,0,45,0,41,2.06,0,Rainy,0,1.76,Spring
2026-03-20,S001,P0020,Canned Goods,Northeast,1,39,0,34,2.04,0.2,Snowy,1,1.68,Spring
2026-03-20,S002,P0001,Snacks,Southeast,14,24,0,23,5.19,0,Sunny,0,4.01,Spring
2026-03-20,S002,P0002,Snacks,Southeast,8,7,0,7,4.84,0.15,Cloudy,1,4.28,Spring
2026-03-20,S002,P0003,Beverages,Southeast,1620,34,0,32,2.58,0.2,Windy,0,2.56,Spring
2026-03-20,S002,P0004,Beverages,Southeast,548,4,0,4,2.54,0,Rainy,0,2.53,Spring
2026-03-20,S002,P0005,Dairy,Southeast,0,58,0,65,4.13,0.05,Cloudy,0,3.49,Spring
2026-03-20,S002,P0006,Dairy,Southeast,1713,37,0,40,4.18,0.05,Rainy,0,3.84,Spring
2026-03-20,S002,P0007,Beverages,Southeast,8,35,0,34,2.49,0.05,Cloudy,0,2.55,Spring
2026-03-20,S002,P0008,Frozen Foods,Southeast,234,21,217,18,6.84,0.1,Cloudy,0,7.94,Spring
2026-03-20,S002,P0009,Personal Care,Southeast,1193,25,0,28,8.43,0.2,Sunny,0,9.52,Spring
2026-03-20,S002,P0010,Snacks,Southeast,15,12,0,10,5.08,0.15,Sunny,0,5.04,Spring
2026-03-20,S002,P0011,Household,Southeast,1883,39,0,37,13.24,0,Rainy,1,15.46,Spring
2026-03-20,S002,P0012,Household,Southeast,1492,5,354,4,13.43,0.15,Snowy,0,14.1,Spring
2026-03-20,S002,P0013,Bakery,Southeast,1320,31,189,29,3.55,0.05,Snowy,0,3.0,Spring
2026-03-20,S002,P0014,Bakery,Southeast,424,24,0,23,3.4,0,Sunny,1,2.87,Spring
2026-03-20,S002,P0015,Produce,Southeast,1100,1,0,1,2.95,0.15,Cloudy,0,3.14,Spring
2026-03-20,S002,P0016,Produce,Southeast,1887,22,89,23,2.9,0.15,Snowy,0,2.7,Spring
2026-03-20,S002,P0017,Meat,Southeast,22,4,0,4,9.52,0.05,Sunny,0,9.25,Spring
2026-03-20,S002,P0018,Meat,Southeast,1652,22,0,18,10.05,0.2,Cloudy,0,8.65,Spring
2026-03-20,S002,P0019,Canned Goods,Southeast,223,24,209,23,1.91,0.15,Snowy,0,2.14,Spring
2026-03-20,S002,P0020,Canned Goods,Southeast,1337,21,0,21,1.97,0.05,Windy,0,2.08,Spring
2026-03-20,S003,P0001,Snacks,Midwest,1510,8,0,6,5.04,0,Cloudy,0,5.47,Spring
2026-03-20,S003,P0002,Snacks,Midwest,1471,16,0,15,4.95,0,Snowy,0,5.31,Spring
2026-03-20,S003,P0003,Beverages,Midwest,1023,5,0,5,2.59,0,Cloudy,1,2.16,Spring
2026-03-20,S003,P0004,Beverages,Midwest,67,28,69,29,2.47,0.1,Snowy,0,2.69,Spring
2026-03-20,S003,P0005,Dairy,Midwest,325,4,212,4,3.92,0,Snowy,1,4.27,Spring
2026-03-20,S003,P0006,Dairy,Midwest,0,33,0,29,3.91,0.05,Rainy,0,4.54,Spring
2026-03-20,S003,P0007,Beverages,Midwest,660,40,0,37,2.38,0.1,Snowy,0,2.61,Spring
2026-03-20,S003,P0008,Frozen Foods,Midwest,1566,59,0,60,6.83,0.1,Windy,0,6.18,Spring
2026-03-20,S003,P0009,Personal Care,Midwest,1699,29,0,29,8.32,0.15,Windy,0,8.2,Spring
2026-03-20,S003,P0010,Snacks,Midwest,335,15,313,15,5.01,0,Windy,0,5.14,Spring
2026-03-20,S003,P0011,Household,Midwest,2334,24,471,22,13.17,0.2,Windy,0,15.1,Spring
2026-03-20,S003,P0012,Household,Midwest,22,23,0,23,12.81,0,Rainy,0,13.95,Spring
2026-03-20,S003,P0013,Bakery,Midwest,290,17,272,16,3.61,0,Rainy,0,3.16,Spring
2026-03-20,S003,P0014,Bakery,Midwest,17,9,0,9,3.4,0,Sunny,1,2.83,Spring
2026-03-20,S003,P0015,Produce,Midwest,2053,33,208,32,3.14,0.05,Sunny,0,2.72,Spring
2026-03-20,S003,P0016,Produce,Midwest,1202,20,0,20,2.89,0.2,Sunny,0,2.97,Spring
2026-03-20,S003,P0017,Meat,Midwest,1837,6,0,5,9.79,0,Snowy,0,10.68,Spring
2026-03-20,S003,P0018,Meat,Midwest,523,55,0,50,10.06,0.1,Sunny,0,11.3,Spring
2026-03-20,S003,P0019,Canned Goods,Midwest,17,2,0,1,1.91,0.1,Sunny,0,1.84,Spring
2026-03-20,S003,P0020,Canned Goods,Midwest,2127,29,427,31,2.04,0.05,Rainy,1,1.73,Spring
2026-03-20,S004,P0001,Snacks,West,1857,53,275,49,5.03,0.05,Windy,0,5.89,Spring
2026-03-20,S004,P0002,Snacks,West,278,9,266,9,5.22,0.2,Rainy,0,5.42,Spring
2026-03-20,S004,P0003,Beverages,West,212,46,0,50,2.53,0,Rainy,0,2.38,Spring
2026-03-20,S004,P0004,Beverages,West,13,27,0,30,2.54,0.1,Rainy,0,2.38,Spring
2026-03-20,S004,P0005,Dairy,West,20,6,0,5,4.16,0.2,Rainy,0,4.56,Spring
2026-03-20,S004,P0006,Dairy,West,1476,26,0,28,4.1,0.05,Sunny,0,3.32,Spring
2026-03-20,S004,P0007,Beverages,West,320,15,301,16,2.6,0,Snowy,0,2.81,Spring
2026-03-20,S004,P0008,Frozen Foods,West,1,26,0,26,6.89,0.1,Windy,0,6.86,Spring
2026-03-20,S004,P0009,Personal Care,West,746,6,0,6,8.74,0,Sunny,0,8.93,Spring
2026-03-20,S004,P0010,Snacks,West,16,5,0,4,5.0,0.2,Rainy,0,5.36,Spring
2026-03-20,S004,P0011,Household,West,1851,5,213,4,13.3,0,Rainy,0,14.69,Spring
2026-03-20,S004,P0012,Household,West,1252,7,0,6,12.58,0.05,Windy,0,15.32,Spring
2026-03-20,S004,P0013,Bakery,West,11,10,0,11,3.66,0,Cloudy,0,3.03,Spring
2026-03-20,S004,P0014,Bakery,West,853,12,0,10,3.65,0,Windy,1,3.8,Spring
2026-03-20,S004,P0015,Produce,West,1819,13,282,11,3.05,0,Cloudy,0,2.98,Spring
2026-03-20,S004,P0016,Produce,West,1233,9,0,9,3.14,0,Rainy,0,2.88,Spring
2026-03-20,S004,P0017,Meat,West,373,8,0,7,9.94,0,Cloudy,0,10.58,Spring
2026-03-20,S004,P0018,Meat,West,417,7,0,7,10.46,0.05,Rainy,0,10.82,Spring
2026-03-20,S004,P0019,Canned Goods,West,12,12,0,10,1.9,0,Rainy,0,1.87,Spring
2026-03-20,S004,P0020,Canned Goods,West,1129,25,0,21,1.99,0.05,Cloudy,0,2.13,Spring
2026-03-20,S005,P0001,Snacks,Southwest,12,24,0,24,4.87,0.1,Snowy,0,5.74,Spring
2026-03-20,S005,P0002,Snacks,Southwest,240,4,212,3,4.8,0,Rainy,0,5.93,Spring
2026-03-20,S005,P0003,Beverages,Southwest,248,20,234,18,2.58,0.1,Cloudy,0,2.43,Spring
2026-03-20,S005,P0004,Beverages,Southwest,756,3,427,3,2.4,0.2,Snowy,1,2.14,Spring
2026-03-20,S005,P0005,Dairy,Southwest,1874,13,68,12,4.07,0.05,Sunny,0,4.67,Spring
2026-03-20,S005,P0006,Dairy,Southwest,415,8,232,7,3.84,0.15,Rainy,1,3.34,Spring
2026-03-20,S005,P0007,Beverages,Southwest,519,43,0,46,2.57,0.1,Windy,0,2.99,Spring
2026-03-20,S005,P0008,Frozen Foods,Southwest,26,13,0,12,6.69,0.2,Snowy,0,8.07,Spring
2026-03-20,S005,P0009,Personal Care,Southwest,1994,6,0,5,8.57,0,Cloudy,0,7.07,Spring
2026-03-20,S005,P0010,Snacks,Southwest,534,12,387,11,5.22,0.1,Sunny,0,4.08,Spring
2026-03-20,S005,P0011,Household,Southwest,933,41,0,46,13.64,0.2,Windy,1,14.88,Spring
2026-03-20,S005,P0012,Household,Southwest,19,42,0,45,13.31,0.1,Windy,0,12.46,Spring
2026-03-20,S005,P0013,Bakery,Southwest,2298,15,444,13,3.61,0,Snowy,0,3.19,Spring
2026-03-20,S005,P0014,Bakery,Southwest,1037,21,0,18,3.49,0.05,Cloudy,0,3.63,Spring
2026-03-20,S005,P0015,Produce,Southwest,24,8,0,8,2.99,0.05,Snowy,0,3.11,Spring
2026-03-20,S005,P0016,Produce,Southwest,2,21,0,21,2.97,0.05,Sunny,1,2.8,Spring
2026-03-20,S005,P0017,Meat,Southwest,910,30,0,33,10.02,0.15,Windy,1,9.86,Spring
2026-03-20,S005,P0018,Meat,Southwest,790,23,460,21,10.47,0.15,Cloudy,0,10.08,Spring
2026-03-20,S005,P0019,Canned Goods,Southwest,643,2,0,2,1.99,0.1,Snowy,0,1.96,Spring
2026-03-20,S005,P0020,Canned Goods,Southwest,1581,44,0,42,2.01,0.2,Windy,1,2.18,Spring
2026-03-21,S001,P0001,Snacks,Northeast,9,15,0,16,4.76,0.05,Cloudy,0,5.44,Spring
2026-03-21,S001,P0002,Snacks,Northeast,1469,56,0,53,5.2,0.2,Rainy,0,4.15,Spring
2026-03-21,S001,P0003,Beverages,Northeast,164,5,0,4,2.37,0.05,Sunny,1,2.65,Spring
2026-03-21,S001,P0004,Beverages,Northeast,281,3,257,2,2.57,0.1,Cloudy,0,2.95,Spring
2026-03-21,S001,P0005,Dairy,Northeast,1525,39,0,34,3.84,0,Sunny,0,4.3,Spring
2026-03-21,S001,P0006,Dairy,Northeast,660,33,0,32,3.85,0,Snowy,0,4.56,Spring
2026-03-21,S001,P0007,Beverages,Northeast,791,18,0,19,2.4,0.05,Sunny,1,2.89,Spring
2026-03-21,S001,P0008,Frozen Foods,Northeast,1064,9,277,8,7.24,0.1,Rainy,0,7.18,Spring
2026-03-21,S001,P0009,Personal Care,Northeast,2,49,0,41,8.6,0.15,Snowy,0,9.67,Spring
2026-03-21,S001,P0010,Snacks,Northeast,1195,11,0,9,4.94,0.1,Windy,0,5.86,Spring
2026-03-21,S001,P0011,Household,Northeast,2276,54,494,49,12.42,0,Snowy,0,13.27,Spring
2026-03-21,S001,P0012,Household,Northeast,1922,4,381,4,12.49,0.1,Cloudy,0,12.66,Spring
2026-03-21,S001,P0013,Bakery,Northeast,13,4,0,3,3.47,0.1,Rainy,0,3.75,Spring
2026-03-21,S001,P0014,Bakery,Northeast,1498,55,486,48,3.42,0.15,Snowy,0,3.95,Spring
2026-03-21,S001,P0015,Produce,Northeast,515,47,0,51,3.08,0.2,Rainy,0,2.73,Spring
2026-03-21,S001,P0016,Produce,Northeast,829,41,391,36,2.9,0.1,Snowy,1,2.89,Spring
2026-03-21,S001,P0017,Meat,Northeast,10,26,0,23,9.54,0,Cloudy,0,9.42,Spring
2026-03-21,S001,P0018,Meat,Northeast,1817,30,0,32,9.83,0,Windy,0,10.24,Spring
2026-03-21,S001,P0019,Canned Goods,Northeast,0,48,0,51,2.04,0.1,Cloudy,0,2.27,Spring
2026-03-21,S001,P0020,Canned Goods,Northeast,0,47,0,49,2.07,0.05,Snowy,0,2.19,Spring
2026-03-21,S002,P0001,Snacks,Southeast,10,36,0,39,4.76,0,Rainy,0,5.73,Spring
2026-03-21,S002,P0002,Snacks,Southeast,3,22,0,23,5.12,0.05,Sunny,0,4.72,Spring
2026-03-21,S002,P0003,Beverages,Southeast,1615,47,0,46,2.47,0.2,Sunny,0,2.8,Spring
2026-03-21,S002,P0004,Beverages,Southeast,547,8,0,7,2.46,0.2,Snowy,0,2.65,Spring
2026-03-21,S002,P0005,Dairy,Southeast,432,33,435,35,3.85,0.05,Snowy,0,4.63,Spring
2026-03-21,S002,P0006,Dairy,Southeast,1704,60,0,67,3.97,0.2,Sunny,0,4.02,Spring
2026-03-21,S002,P0007,Beverages,Southeast,11,20,0,19,2.56,0.05,Sunny,0,2.03,Spring
2026-03-21,S002,P0008,Frozen Foods,Southeast,1,73,0,83,7.33,0.2,Windy,0,6.76,Spring
2026-03-21,S002,P0009,Personal Care,Southeast,1181,63,0,67,8.33,0,Sunny,0,9.85,Spring
2026-03-21,S002,P0010,Snacks,Southeast,140,12,125,11,4.84,0.1,Windy,0,5.29,Spring
2026-03-21,S002,P0011,Household,Southeast,2343,52,465,56,13.48,0,Sunny,0,12.42,Spring
2026-03-21,S002,P0012,Household,Southeast,1137,9,0,9,13.04,0,Sunny,0,12.01,Spring
2026-03-21,S002,P0013,Bakery,Southeast,1130,31,0,26,3.63,0.1,Windy,0,3.95,Spring
2026-03-21,S002,P0014,Bakery,Southeast,423,26,0,27,3.61,0,Windy,0,2.86,Spring
2026-03-21,S002,P0015,Produce,Southeast,1213,3,113,2,3.06,0.05,Cloudy,0,3.36,Spring
2026-03-21,S002,P0016,Produce,Southeast,1782,72,0,68,2.93,0.2,Windy,0,3.25,Spring
2026-03-21,S002,P0017,Meat,Southeast,22,6,0,5,10.07,0.2,Cloudy,0,8.58,Spring
2026-03-21,S002,P0018,Meat,Southeast,1648,30,0,26,9.91,0,Snowy,0,8.3,Spring
2026-03-21,S002,P0019,Canned Goods,Southeast,265,39,256,43,2.01,0.15,Snowy,0,2.14,Spring
2026-03-21,S002,P0020,Canned Goods,Southeast,1755,38,424,41,1.92,0,Snowy,0,1.69,Spring
2026-03-21,S003,P0001,Snacks,Midwest,1508,16,0,16,4.97,0,Rainy,0,4.73,Spring
2026-03-21,S003,P0002,Snacks,Midwest,1816,57,358,50,4.92,0,Sunny,0,4.23,Spring
2026-03-21,S003,P0003,Beverages,Midwest,1022,7,0,6,2.37,0,Rainy,0,2.41,Spring
2026-03-21,S003,P0004,Beverages,Midwest,0,51,0,46,2.57,0.05,Sunny,1,2.34,Spring
2026-03-21,S003,P0005,Dairy,Midwest,375,8,263,8,4.02,0,Snowy,0,4.34,Spring
2026-03-21,S003,P0006,Dairy,Midwest,0,57,0,57,3.97,0.05,Snowy,1,4.35,Spring
2026-03-21,S003,P0007,Beverages,Midwest,1032,24,369,23,2.59,0,Windy,1,2.66,Spring
2026-03-21,S003,P0008,Frozen Foods,Midwest,1566,50,0,55,7.13,0.1,Cloudy,0,5.94,Spring
2026-03-21,S003,P0009,Personal Care,Midwest,1697,31,0,35,8.51,0.2,Snowy,0,6.86,Spring
2026-03-21,S003,P0010,Snacks,Midwest,17,31,0,35,4.88,0,Rainy,0,5.67,Spring
2026-03-21,S003,P0011,Household,Midwest,1855,47,0,45,12.4,0.2,Sunny,0,11.33,Spring
2026-03-21,S003,P0012,Household,Midwest,25,11,0,10,12.46,0,Windy,0,11.14,Spring
2026-03-21,S003,P0013,Bakery,Midwest,16,21,0,19,3.46,0,Sunny,0,3.25,Spring
2026-03-21,S003,P0014,Bakery,Midwest,17,8,0,7,3.43,0.05,Cloudy,0,4.11,Spring
2026-03-21,S003,P0015,Produce,Midwest,1839,47,0,43,3.02,0,Snowy,0,3.0,Spring
2026-03-21,S003,P0016,Produce,Midwest,1186,73,0,69,3.01,0,Snowy,1,3.15,Spring
2026-03-21,S003,P0017,Meat,Midwest,1832,22,0,22,10.08,0,Rainy,0,10.6,Spring
2026-03-21,S003,P0018,Meat,Midwest,868,32,340,31,10.34,0.1,Rainy,0,8.56,Spring
